Judg.44	383078	383100
Judg.45	383101	383289
Judg.46	383290	383738
Judg.47	383739	383860
Judg.48	383861	384301
Judg.49	384302	384841
Judg.50	384842	384949
Judg.51	384950	385482
Judg.52	385483	385787
Judg.53	385788	385956
Judg.54	385957	386319
Judg.55	386320	387066
Judg.56	387067	388003
Judg.57	388004	388058
Judg.58	388059	388267
Judg.59	388268	388404
Judg.60	388405	388473
Judg.61	388474	388579
Judg.62	388580	388745
Judg.63	388746	388900
Judg.64	388901	389270
Judg.65	389271	389355
Lam.1	389356	390460
Lam.2	390461	391050
Lam.3	391051	391670
Lam.4	391671	392075
Lam.5	392076	392254
Lev.1	392255	392633
Lev.2	392634	393074
Lev.3	393075	393221
Lev.4	393222	393372
Lev.5	393373	393510
Lev.6	393511	393842
Lev.7	393843	394063
Lev.8	394064	394187
Lev.9	394188	394321
Lev.10	394322	394433
Lev.11	394434	394884
Lev.12	394885	394955
Lev.13	394956	395134
Lev.14	395135	395408
Lev.15	395409	395495
Lev.16	395496	395633
Lev.17	395634	395831
Lev.18	395832	396096
Lev.19	396097	396199
Lev.20	396200	396445
Lev.21	396446	398245
Lev.22	398246	398324
Lev.23	398325	398587
Lev.24	398588	399633
Lev.25	399634	399822
Lev.26	399823	400066
Lev.27	400067	400252
Lev.28	400253	400525
Lev.29	400526	401353
Lev.30	401354	402240
Lev.31	402241	403232
Lev.32	403233	403401
Lev.33	403402	403627
Lev.34	403628	404597
Lev.35	404598	405042
Lev.36	405043	405578
Lev.37	405579	405918
Lev.38	405919	405996
Lev.39	405997	406167
Lev.40	406168	406264
Lev.41	406265	406929
Lev.42	406930	407239
Lev.43	407240	407413
Lev.44	407414	407773
Lev.45	407774	407986
Lev.46	407987	408110
Lev.47	408111	408167
Lev.48	408168	408253
Lev.49	408254	408782
Lev.50	408783	409054
Lev.51	409055	409125
Lev.52	409126	409299
Lev.53	409300	409499
Lev.54	409500	410882
Lev.55	410883	411612
Mal.1	411613	412962
Mal.2	412963	413030
Mal.3	413031	413684
Mic.1	413685	414110
Mic.2	414111	414335
Mic.3	414336	414427
Mic.4	414428	414616
Mic.5	414617	414767
Mic.6	414768	414814
Mic.7	414815	415183
Mic.8	415184	415446
Mic.9	415447	415589
Nah.1	415590	416204
Neh.1	416205	417169
Neh.2	417170	417459
Neh.3	417460	417726
Neh.4	417727	418567
Neh.5	418568	418656
Neh.6	418657	418725
Neh.7	418726	418945
Neh.8	418946	419749
Neh.9	419750	420102
Neh.10	420103	420146
Neh.11	420147	420399
Neh.12	420400	420751
Neh.13	420752	420789
Neh.14	420790	420986
Neh.15	420987	421220
Neh.16	421221	421428
Neh.17	421429	421788
Neh.18	421789	421904
Neh.19	421905	421971
Neh.20	421972	423074
Neh.21	423075	423714
Neh.22	423715	423888
Neh.23	423889	424085
Neh.24	424086	424135
Neh.25	424136	424356
Neh.26	424357	424414
Neh.27	424415	424585
Neh.28	424586	424678
Neh.29	424679	425201
Neh.30	425202	425444
Neh.31	425445	425556
Neh.32	425557	425715
Neh.33	425716	425847
Num.1	425848	426340
Num.2	426341	426387
Num.3	426388	426431
Num.4	426432	426470
Num.5	426471	426507
Num.6	426508	426544
Num.7	426545	426581
Num.8	426582	426619
Num.9	426620	426655
Num.10	426656	426692
Num.11	426693	426729
Num.12	426730	426766
Num.13	426767	426802
Num.14	426803	426882
Num.15	426883	427042
Num.16	427043	427561
Num.17	427562	427723
Num.18	427724	427840
Num.19	427841	428503
Num.20	428504	428661
Num.21	428662	429176
Num.22	429177	429372
Num.23	429373	429811
Num.24	429812	429898
Num.25	429899	430031
Num.26	430032	430589
Num.27	430590	431094
Num.28	431095	431165
Num.29	431166	431526
Num.30	431527	431623
Num.31	431624	431718
Num.32	431719	431812
Num.33	431813	431906
Num.34	431907	432001
Num.35	432002	432096
Num.36	432097	432193
Num.37	432194	432288
Num.38	432289	432382
Num.39	432383	432478
Num.40	432479	432574
Num.41	432575	432750
Num.42	432751	432835
Num.43	432836	433343
Num.44	433344	433537
Num.45	433538	433699
Num.46	433700	433941
Num.47	433942	434128
Num.48	434129	434958
Num.49	434959	435176
Num.50	435177	435509
Num.51	435510	435762
Num.52	435763	435825
Num.53	435826	436718
Num.54	436719	437090
Num.55	437091	437553
Num.56	437554	437857
Num.57	437858	438195
Num.58	438196	438300
Num.59	438301	438407
Num.60	438408	438865
Num.61	438866	438919
Num.62	438920	439225
Num.63	439226	439428
Num.64	439429	439591
Num.65	439592	440546
Num.66	440547	440731
Num.67	440732	441327
Num.68	441328	441477
Num.69	441478	441852
Num.70	441853	442115
Num.71	442116	442481
Num.72	442482	444957
Num.73	444958	445157
Num.74	445158	445286
Num.75	445287	445349
Num.76	445350	446192
Num.77	446193	446814
Num.78	446815	447020
Num.79	447021	447167
Num.80	447168	447592
Num.81	447593	447807
Num.82	447808	448192
Num.83	448193	448245
Num.84	448246	448361
Num.85	448362	448756
Num.86	448757	449320
Num.87	449321	449925
Num.88	449926	450364
Num.89	450365	450865
Num.90	450866	451721
Num.91	451722	452038
Num.92	452039	452216
Num.93	452217	452433
Num.94	452434	453013
Prov.1	453014	453869
Prov.2	453870	454009
Prov.3	454010	454179
Prov.4	454180	454413
Prov.5	454414	454466
Prov.6	454467	454543
Prov.7	454544	454642
